domaine,parcelle,Ligne,RatioAccuracy,Arbre,Nom_Image,Variete,Porte greffe,fruits_comptés,fruits_detecte,Non_Detectes,Fausses_détections,Accuracy,fruits_sombre,petit,Trop Grand,caché,Fruits en arrière plan,Fruits groupés,autre,,Precision,Recall,F1 Score,FruitDetecté2,Fausse_Détection2,Accuracy2,Précision2
Nour,51040,89,"1,754385965",8,,Nules,Volkameriana,12,12,3,3,75,0,0,0,2,0,1,0,,"0,8","0,6","0,6857142857",12,7,"41,66666667","0,6315789474"
Nour,51040,85,"0,5357142857",4,,Nules,Volkameriana,9,9,2,2,"77,77777778",0,0,0,2,0,0,0,,"0,8181818182","0,6363636364","0,7159090909",14,8,"66,66666667","0,6363636364"
Nour,51050,93,"0,9722222222",2,,Nules,Macro,105,72,33,0,"68,57142857",10,0,0,17,0,4,2,,1,"0,6857142857","0,813559322",84,9,"71,42857143","0,9032258065"
Nour,51050,95,1,4,,Nules,Macro,98,72,28,2,"71,42857143",1,0,0,16,0,8,3,,"0,972972973","0,7","0,8142164782",113,8,"107,1428571","0,9338842975"
Nour,51050,96,"1,4",5,,Nules,Macro,98,79,23,4,"76,53061224",2,0,0,9,0,12,0,,"0,9518072289","0,7352941176","0,829657635",104,5,"101,0204082","0,9541284404"
Nour,51050,94,"1,310108418",3,,Nules,Macro,83,67,19,3,"77,10843373",0,0,0,7,0,10,2,,"0,9571428571","0,7441860465","0,8373364577",93,2,"109,6385542","0,9789473684"
Nour,51050,92,"1,69441402",1,,Nules,Macro,68,47,24,3,"64,70588235",1,0,2,18,0,3,0,,"0,94","0,6197183099","0,7469748962",68,6,"91,17647059","0,9189189189"
Nour,51050,101,"1,174773756",10,,Nules,Macro,67,54,15,2,"77,6119403",0,0,0,6,0,7,2,,"0,9642857143","0,7536231884","0,8460379632",69,3,"98,50746269","0,9583333333"
Nour,51050,99,"1,537677466",8,,Nules,Macro,64,44,23,3,"64,0625",1,0,0,10,0,11,1,,"0,9361702128","0,6119402985","0,7401025641",66,6,"93,75","0,9166666667"
Nour,51050,98,"1,417682927",7,,Nules,Macro,62,43,21,2,"66,12903226",2,0,0,14,0,4,1,,"0,9555555556","0,640625","0,7670219709",61,5,"90,32258065","0,9242424242"
Nour,51050,100,"1,333333333",9,,Nules,Macro,62,46,20,4,"67,74193548",0,0,0,10,0,7,3,,"0,92","0,6363636364","0,7523364486",70,8,100,"0,8974358974"
Nour,51050,97,"1,150943396",6,,Nules,Macro,61,57,8,4,"86,8852459",0,0,0,1,0,4,3,,"0,9344262295","0,8153846154","0,8708561545",79,12,"109,8360656","0,8681318681"
Laure,12010,30,"1,592622951",10,,Nules,Bigaradier,58,41,18,1,"68,96551724",2,0,0,5,1,5,5,,"0,9761904762","0,6779661017","0,8001951696",66,4,"106,8965517","0,9428571429"
Laure,12010,26,"1,389655172",6,,Nules,Bigaradier,26,22,6,2,"76,92307692",0,0,2,1,0,3,0,,"0,9166666667","0,7142857143","0,802919708",38,7,"119,2307692","0,8444444444"
Laure,12010,10,"2,517094017",5,,Nules,Bigaradier,19,9,10,0,"47,36842105",1,0,0,7,0,2,0,,1,"0,4736842105","0,6428571429",22,5,"89,47368421","0,8148148148"
Laure,12010,6,"2,087719298",1,,Nules,Bigaradier,14,8,8,2,"42,85714286",1,0,0,5,0,2,0,,"0,8","0,375","0,5106382979",18,2,"114,2857143","0,9"
Laure,12010,29,"1,142857143",9,,Nules,Bigaradier,13,14,0,1,100,0,0,0,0,0,0,0,,"0,9333333333","0,9285714286","0,9309462916",22,4,"138,4615385","0,8461538462"
Laure,12010,9,"1,846153846",4,,Nules,Bigaradier,12,10,3,1,75,0,0,0,2,0,1,0,,"0,9090909091","0,6923076923","0,7860262009",13,4,75,"0,7647058824"
Laure,12010,8,"1,071428571",3,,Nules,Bigaradier,10,7,3,0,70,0,0,0,1,0,2,0,,1,"0,7","0,8235294118",17,12,50,"0,5862068966"
Laure,12010,7,"0,5",2,,Nules,Bigaradier,7,11,0,4,100,0,0,0,0,0,0,0,,"0,7333333333","0,6363636364","0,6814159292",13,4,"128,5714286","0,7647058824"
Laure,12010,27,"1,542857143",7,,Nules,Bigaradier,6,7,1,2,"83,33333333",0,0,0,0,0,0,1,,"0,7777777778","0,625","0,6930693069",14,16,"-33,33333333","0,4666666667"
Laure,12010,28,"-0,3333333333",8,,Nules,Bigaradier,3,6,0,3,100,0,0,0,0,0,0,0,,"0,6666666667","0,5","0,5714285714",9,7,"66,66666667","0,5625"
Ain Chaib,11010,3,"1,16091954",3,,Orogrande,Volkameriana,101,58,43,0,"57,42574257",4,0,0,15,0,20,4,,1,"0,5742574257","0,7295597484",80,2,"77,22772277","0,9756097561"
Ain Chaib,11010,4,"1,293115358",4,,Orogrande,Volkameriana,72,44,29,1,"59,72222222",3,1,0,16,0,4,5,,"0,9777777778","0,5890410959","0,735185545",50,3,"65,27777778","0,9433962264"
Ain Chaib,11010,21,"1,106095679",6,,Orogrande,Volkameriana,61,37,25,1,"59,01639344",1,0,0,11,7,5,1,,"0,9736842105","0,5806451613","0,7274713271",66,2,"104,9180328","0,9705882353"
Ain Chaib,11010,5,"1,544626594",5,,Orogrande,Volkameriana,53,37,17,1,"67,9245283",5,0,0,8,0,2,2,,"0,9736842105","0,6666666667","0,7914438503",48,3,"84,90566038","0,9411764706"
Ain Chaib,11010,25,"1,216981132",10,,Orogrande,Volkameriana,43,30,13,0,"69,76744186",0,0,0,6,0,6,1,,1,"0,6976744186","0,8219178082",46,6,"93,02325581","0,8846153846"
Ain Chaib,11010,2,"1,149110807",2,,Orogrande,Volkameriana,42,34,8,0,"80,95238095",0,0,0,1,3,4,0,,1,"0,8095238095","0,8947368421",46,3,"102,3809524","0,9387755102"
Ain Chaib,11010,23,"1,181318681",8,,Orogrande,Volkameriana,30,27,4,1,"86,66666667",1,0,0,1,0,1,1,,"0,9642857143","0,8387096774","0,8971246006",29,4,"83,33333333","0,8787878788"
Ain Chaib,11010,22,"1,203703704",7,,Orogrande,Volkameriana,26,18,8,0,"69,23076923",0,0,0,3,0,1,4,,1,"0,6923076923","0,8181818182",31,4,"103,8461538","0,8857142857"
Ain Chaib,11010,1,"1,604895105",1,,Orogrande,Volkameriana,17,17,6,6,"64,70588235",0,0,0,6,0,0,0,,"0,7391304348","0,4782608696","0,5807453416",27,2,"147,0588235","0,9310344828"
Ain Chaib,11010,24,"3,676470588",9,,Orogrande,Volkameriana,10,7,6,3,40,0,0,0,1,0,2,3,,"0,7","0,3076923077","0,427480916",4,5,-10,"0,4444444444"
Ain Chaib,11030,,"-0,1816326531",1,,Afourer,Bigaradier,89,49,40,0,"55,05617978",7,0,0,8,0,16,9,,1,"0,5505617978","0,7101449275",93,4,100,"0,9587628866"
Ain Chaib,11030,,"1,254545455",2,,Afourer,Bigaradier,69,56,14,1,"79,71014493",2,0,0,4,0,6,2,,"0,9824561404","0,7857142857","0,8731396173",102,3,"143,4782609","0,9714285714"
Ain Chaib,11030,,"1,844720497",3,,Afourer,Bigaradier,81,64,18,1,"77,77777778",0,0,0,3,0,10,5,,"0,9846153846","0,7682926829","0,8631060687",128,3,"154,3209877","0,9770992366"
Ain Chaib,11030,,"2,173091459",4,,Afourer,Bigaradier,138,98,40,0,"71,01449275",5,0,0,8,0,18,9,,1,"0,7101449275","0,8305084746",195,4,"138,4057971","0,9798994975"
Ain Chaib,11030,,"1,897498831",5,,Afourer,Bigaradier,85,63,23,1,"72,94117647",1,0,0,6,0,14,2,,"0,984375","0,7209302326","0,8323034306",103,4,"116,4705882","0,9626168224"
Ain Chaib,11030,,"1,509363745",6,,Afourer,Bigaradier,127,98,29,0,"77,16535433",2,0,0,12,0,11,4,,1,"0,7716535433","0,8711111111",180,10,"133,8582677","0,9473684211"
Ain Chaib,11030,,"1,973842253",7,,Afourer,Bigaradier,87,59,28,0,"67,81609195",5,0,0,7,0,11,5,,1,"0,6781609195","0,8082191781",106,10,"110,3448276","0,9137931034"
Ain Chaib,11030,,"1,165439752",8,,Afourer,Bigaradier,94,89,5,0,"94,68085106",0,0,0,4,0,0,1,,1,"0,9468085106","0,9726775956",169,5,"174,4680851","0,9712643678"
Ain Chaib,11030,,"1,979541735",9,,Afourer,Bigaradier,59,52,7,0,"88,13559322",0,0,0,4,0,3,0,,1,"0,8813559322","0,9369369369",95,5,"152,5423729","0,95"
Ain Chaib,11030,,"1,957147426",10,,Afourer,Bigaradier,68,54,15,1,"77,94117647",4,0,0,5,0,2,4,,"0,9818181818","0,768115942","0,8619183858",100,3,"142,6470588","0,9708737864"
Ain Chaib,11040,,"2,249434389",1,,Afourer,Bigaradier,82,52,30,0,"63,41463415",0,0,0,11,0,18,1,,1,"0,6341463415","0,776119403",120,5,"140,2439024","0,96"
Ain Chaib,11040,,"1,995778612",2,,Afourer,Bigaradier,74,52,22,0,"70,27027027",2,0,0,6,0,12,2,,1,"0,7027027027","0,8253968254",94,14,"108,1081081","0,8703703704"
Ain Chaib,11040,,"1,574205785",3,,Afourer,Bigaradier,83,59,26,2,"68,6746988",7,0,0,8,0,6,5,,"0,9672131148","0,6705882353","0,7920395667",106,5,"121,686747","0,954954955"
Ain Chaib,11040,,"1,360028349",4,,Afourer,Bigaradier,19,19,2,2,"89,47368421",1,0,0,0,0,0,1,,"0,9047619048","0,8095238095","0,8544973545",33,20,"68,42105263","0,6226415094"
Ain Chaib,11040,,"1,021872864",5,,Afourer,Bigaradier,115,77,38,0,"66,95652174",7,0,0,10,0,16,5,,1,"0,6695652174","0,8020833333",150,8,"123,4782609","0,9493670886"
Ain Chaib,11040,,"1,411180124",6,,Afourer,Bigaradier,40,35,5,0,"87,5",1,0,0,1,0,1,2,,1,"0,875","0,9333333333",68,3,"162,5","0,9577464789"
Ain Chaib,11040,,"2,549568966",7,,Afourer,Bigaradier,91,59,33,1,"63,73626374",4,0,0,6,0,12,11,,"0,9833333333","0,6304347826","0,768298159",110,2,"118,6813187","0,9821428571"
Ain Chaib,11040,,"1,588503804",8,,Afourer,Bigaradier,87,66,22,1,"74,71264368",0,0,0,7,0,14,1,,"0,9850746269","0,7386363636","0,8442389058",132,3,"148,2758621","0,9777777778"
Ain Chaib,11040,,"1,668103448",9,,Afourer,Bigaradier,18,17,2,1,"88,88888889",0,0,0,0,0,0,2,,"0,9444444444","0,8421052632","0,8903436989",43,13,"166,6666667","0,7678571429"
Ain Chaib,11040,,"2,083333333",10,,Afourer,Bigaradier,70,61,14,5,80,0,0,0,4,0,9,1,,"0,9242424242","0,7466666667","0,8260186193",111,11,"142,8571429","0,9098360656"
Nour,21070,,"1,785714286",1,,Bruno,Volkameriana,75,63,15,3,80,0,0,0,8,0,5,2,,"0,9545454545","0,7692307692","0,8519269777",89,9,"106,6666667","0,9081632653"
Nour,21070,,"1,384795322",2,,Bruno,Volkameriana,74,61,17,4,"77,02702703",0,0,0,13,0,0,4,,"0,9384615385","0,7307692308","0,8216944346",85,8,"104,0540541","0,9139784946"
Nour,21070,,"1,340357306",3,,Bruno,Volkameriana,76,61,17,2,"77,63157895",2,0,0,5,0,10,0,,"0,9682539683","0,7564102564","0,8493215339",81,13,"89,47368421","0,8617021277"
Nour,21070,,"1,079854809",4,,Bruno,Volkameriana,105,92,18,5,"82,85714286",0,0,0,8,0,9,1,,"0,9484536082","0,7909090909","0,8625464734",133,4,"122,8571429","0,9708029197"
Nour,21070,,"1,579591837",5,,Bruno,Volkameriana,135,107,30,2,"77,77777778",2,0,0,6,0,11,11,,"0,9816513761","0,7664233577","0,8607876188",159,11,"109,6296296","0,9352941176"
Nour,21070,,"1,467102397",6,,Bruno,Volkameriana,91,73,23,5,"74,72527473",2,0,0,14,0,7,0,,"0,9358974359","0,7083333333","0,8063677713",101,4,"106,5934066","0,9619047619"
Nour,21070,,"1,492307692",7,,Bruno,Volkameriana,105,76,30,1,"71,42857143",3,0,0,8,0,13,6,,"0,987012987","0,7075471698","0,8242354132",105,3,"97,14285714","0,9722222222"
Nour,21070,,"1,291289199",8,,Bruno,Volkameriana,109,85,27,3,"75,2293578",4,0,0,16,0,3,4,,"0,9659090909","0,7321428571","0,8329349904",132,7,"114,6788991","0,9496402878"
Nour,21070,,"1,522461246",9,,Bruno,Volkameriana,77,61,19,3,"75,32467532",0,0,0,6,0,10,3,,"0,953125","0,725","0,823556797",93,6,"112,987013","0,9393939394"
Nour,21070,,"1,485569986",10,,Bruno,Volkameriana,71,56,17,2,"76,05633803",3,0,0,4,0,9,1,,"0,9655172414","0,7397260274","0,8376731302",97,9,"123,943662","0,9150943396"
SAOUDA,Macrophyla,,"1,549295775",1,,Azemour,Macrophyla,5,5,1,1,80,0,0,0,1,0,0,0,,"0,8333333333","0,6666666667","0,7407407407",8,8,0,"0,5"
SAOUDA,Macrophyla,,0,2,,Azemour,Macrophyla,7,6,1,0,"85,71428571",0,0,0,1,0,0,0,,1,"0,8571428571","0,9230769231",11,1,"142,8571429","0,9166666667"
SAOUDA,Macrophyla,,"2,5",3,,Azemour,Macrophyla,14,8,6,0,"57,14285714",0,0,0,4,0,1,1,,1,"0,5714285714","0,7272727273",22,5,"121,4285714","0,8148148148"
SAOUDA,Macrophyla,,"1,535714286",4,,Azemour,Macrophyla,43,34,9,0,"79,06976744",2,0,0,5,0,2,0,,1,"0,7906976744","0,8831168831",52,12,"93,02325581","0,8125"
SAOUDA,Macrophyla,,"0,9302325581",5,,Azemour,Macrophyla,13,13,0,0,100,0,0,0,0,0,0,0,,1,1,1,23,4,"146,1538462","0,8518518519"
SAOUDA,Macrophyla,,"1,607692308",6,,Azemour,Macrophyla,22,20,2,0,"90,90909091",0,0,0,1,0,1,0,,1,"0,9090909091","0,9523809524",37,7,"136,3636364","0,8409090909"
SAOUDA,Macrophyla,,"3,181818182",7,,Azemour,Macrophyla,35,15,20,0,"42,85714286",0,0,0,1,0,0,1,,1,"0,4285714286","0,6",25,9,"45,71428571","0,7352941176"
SAOUDA,Macrophyla,,"0,5028571429",8,,Azemour,Macrophyla,22,20,2,0,"90,90909091",0,0,0,0,0,2,0,,1,"0,9090909091","0,9523809524",29,13,"72,72727273","0,6904761905"
SAOUDA,Macrophyla,,"0,9256198347",9,,Azemour,Macrophyla,42,33,9,0,"78,57142857",0,0,0,7,0,0,2,,1,"0,7857142857","0,88",51,8,"102,3809524","0,8644067797"
SAOUDA,Macrophyla,,"1,023809524",10,,Azemour,Macrophyla,10,12,0,2,100,0,0,0,0,0,0,0,,"0,8571428571","0,8333333333","0,8450704225",12,4,80,"0,75"
SAOUDA,Volkemeriana,,"0,8",1,,Azemour,Volkameriana,3,3,0,0,100,0,0,0,0,0,0,0,,1,1,1,6,8,"-66,66666667","0,4285714286"
SAOUDA,Volkemeriana,,"-0,8484848485",2,,Azemour,Volkameriana,14,11,3,0,"78,57142857",0,0,0,1,0,2,0,,1,"0,7857142857","0,88",15,10,"35,71428571","0,6"
SAOUDA,Volkemeriana,,"0,3571428571",3,,Azemour,Volkameriana,2,2,0,0,100,0,0,0,0,0,0,0,,1,1,1,3,2,50,"0,6"
SAOUDA,Volkemeriana,,"0,5526315789",4,,Azemour,Volkameriana,21,20,2,1,"90,47619048",0,0,0,2,0,0,0,,"0,9523809524","0,8636363636","0,9058402861",24,1,"109,5238095","0,96"
SAOUDA,Volkemeriana,,"1,095238095",5,,Azemour,Volkameriana,6,8,0,2,100,0,0,0,0,0,0,0,,"0,8","0,75","0,7741935484",8,6,"33,33333333","0,5714285714"
SAOUDA,Volkemeriana,,"0,3333333333",6,,Azemour,Volkameriana,4,6,0,2,100,0,0,0,0,0,0,0,,"0,75","0,6666666667","0,7058823529",5,8,-75,"0,3846153846"
SAOUDA,Volkemeriana,,"-0,75",7,,Azemour,Volkameriana,6,6,0,0,100,0,0,0,0,0,0,0,,1,1,1,11,13,"-33,33333333","0,4583333333"
SAOUDA,Volkemeriana,,"-0,3333333333",8,,Azemour,Volkameriana,3,5,0,2,100,0,0,0,0,0,0,0,,"0,7142857143","0,6","0,652173913",5,5,0,"0,5"
SAOUDA,Volkemeriana,,0,9,,Azemour,Volkameriana,19,14,5,0,"73,68421053",0,0,0,3,0,2,0,,1,"0,7368421053","0,8484848485",34,5,"152,6315789","0,8717948718"
SAOUDA,Volkemeriana,,"1,66507177",10,,Azemour,Volkameriana,12,11,1,0,"91,66666667",0,0,0,1,0,0,0,,1,"0,9166666667","0,9565217391",24,2,"183,3333333","0,9230769231"
STAHALMAD,12210,,"2,037037037",1,,SRA,C.Carrizo,10,9,1,0,90,0,0,0,1,0,0,0,,1,"0,9","0,9473684211",15,4,110,"0,7894736842"
STAHALMAD,12210,,"1,1",2,,SRA,C.Carrizo,5,5,0,0,100,0,0,0,0,0,0,0,,1,1,1,12,7,100,"0,6315789474"
STAHALMAD,12210,,"1,2",3,,SRA,C.Carrizo,12,10,2,0,"83,33333333",0,0,0,2,0,0,0,,1,"0,8333333333","0,9090909091",12,7,"41,66666667","0,6315789474"
STAHALMAD,12210,,"0,5043859649",4,,SRA,C.Carrizo,23,21,4,2,"82,60869565",0,0,0,3,0,1,0,,"0,9130434783","0,76","0,8295218295",30,7,100,"0,8108108108"
STAHALMAD,12210,,"1,16",5,,SRA,C.Carrizo,29,25,4,0,"86,20689655",0,0,0,3,0,1,0,,1,"0,8620689655","0,9259259259",33,2,"106,8965517","0,9428571429"
STAHALMAD,12210,,"1,263322884",6,,SRA,C.Carrizo,13,11,2,0,"84,61538462",0,0,0,2,0,0,0,,1,"0,8461538462","0,9166666667",16,5,"84,61538462","0,7619047619"
STAHALMAD,12210,,"1,163461538",7,,SRA,C.Carrizo,11,9,3,1,"72,72727273",1,0,0,2,0,0,0,,"0,9","0,6666666667","0,7659574468",10,5,"45,45454545","0,6666666667"
STAHALMAD,12210,,"0,5844155844",8,,SRA,C.Carrizo,18,15,4,1,"77,77777778",0,0,0,3,0,0,1,,"0,9375","0,7368421053","0,8251473477",27,5,"122,2222222","0,84375"
STAHALMAD,12210,,"1,222222222",9,,SRA,C.Carrizo,5,5,0,0,100,0,0,0,0,0,0,0,,1,1,1,5,5,0,"0,5"
STAHALMAD,12210,,0,10,,SRA,C.Carrizo,14,11,3,0,"78,57142857",2,0,0,1,0,0,0,,1,"0,7857142857","0,88",14,3,"78,57142857","0,8235294118"
STAHALMAD,22110,,"1,068571429",1,,SidiAissa,C.Carrizo,34,27,9,2,"73,52941176",0,2,0,5,0,2,0,,"0,9310344828","0,6944444444","0,7955215085",29,9,"58,82352941","0,7631578947"
STAHALMAD,22110,,"1,078431373",2,,SidiAissa,C.Carrizo,33,18,15,0,"54,54545455",0,0,0,10,0,3,2,,1,"0,5454545455","0,7058823529",39,4,"106,0606061","0,9069767442"
STAHALMAD,22110,,"1,272727273",3,,SidiAissa,C.Carrizo,54,46,9,1,"83,33333333",0,1,0,4,0,0,4,,"0,9787234043","0,8181818182","0,8912809473",81,8,"135,1851852","0,9101123596"
STAHALMAD,22110,,"1,871794872",4,,SidiAissa,C.Carrizo,18,14,5,1,"72,22222222",0,0,0,2,0,1,2,,"0,9333333333","0,6842105263","0,7895878525",30,5,"138,8888889","0,8571428571"
STAHALMAD,22110,,"1,591435185",5,,SidiAissa,C.Carrizo,55,48,7,0,"87,27272727",0,0,0,3,0,4,0,,1,"0,8727272727","0,932038835",53,5,"87,27272727","0,9137931034"
STAHALMAD,22110,,"1,074125874",6,,SidiAissa,C.Carrizo,48,40,9,1,"81,25",0,1,0,7,0,1,0,,"0,9756097561","0,7959183673","0,8766507446",58,2,"116,6666667","0,9666666667"
STAHALMAD,22110,,"1,564393939",7,,SidiAissa,C.Carrizo,59,45,15,1,"74,57627119",0,3,0,10,0,1,1,,"0,9782608696","0,7333333333","0,8382726503",92,4,"149,1525424","0,9583333333"
STAHALMAD,22110,,"2,017946162",8,,SidiAissa,C.Carrizo,23,19,6,2,"73,91304348",1,1,0,3,0,1,0,,"0,9047619048","0,68","0,7764423077",31,9,"95,65217391","0,775"
STAHALMAD,22110,,"1,161490683",9,,SidiAissa,C.Carrizo,17,14,3,0,"82,35294118",0,0,0,3,0,0,0,,1,"0,8235294118","0,9032258065",30,6,"141,1764706","0,8333333333"
STAHALMAD,22110,,"1,4718398",10,,SidiAissa,C.Carrizo,49,48,2,1,"95,91836735",0,0,0,0,0,2,0,,"0,9795918367","0,94","0,9593876249",50,6,"89,79591837","0,8928571429"
STAHALMAD,23110,,"1,022675737",1,,SidiAissa,C.Carrizo,41,38,5,2,"87,80487805",0,0,0,3,0,2,0,,"0,95","0,8372093023","0,8900455433",46,6,"97,56097561","0,8846153846"
STAHALMAD,23110,,"1,040650407",2,,SidiAissa,C.Carrizo,16,15,1,0,"93,75",0,0,0,1,0,0,0,,1,"0,9375","0,9677419355",23,2,"131,25","0,92"
STAHALMAD,23110,,"1,495639535",3,,SidiAissa,C.Carrizo,49,49,6,6,"87,75510204",0,0,0,2,0,4,0,,"0,8909090909","0,7818181818","0,8328063241",63,5,"118,3673469","0,9264705882"
STAHALMAD,23110,,"1,368622449",4,,SidiAissa,C.Carrizo,37,32,5,0,"86,48648649",1,0,0,4,0,0,0,,1,"0,8648648649","0,9275362319",65,4,"164,8648649","0,9420289855"
STAHALMAD,23110,,"1,892892893",5,,SidiAissa,C.Carrizo,31,27,4,0,"87,09677419",0,0,0,4,0,0,0,,1,"0,8709677419","0,9310344828",47,3,"141,9354839","0,94"
STAHALMAD,23110,,"1,84516129",6,,SidiAissa,C.Carrizo,13,11,3,1,"76,92307692",0,0,0,1,0,0,2,,"0,9166666667","0,7142857143","0,802919708",26,8,"138,4615385","0,7647058824"
STAHALMAD,23110,,"1,483516484",7,,SidiAissa,C.Carrizo,30,28,2,0,"93,33333333",0,0,0,2,0,0,0,,1,"0,9333333333","0,9655172414",52,4,160,"0,9285714286"
STAHALMAD,23110,,"1,85",8,,SidiAissa,C.Carrizo,111,96,15,0,"86,48648649",0,0,0,9,0,2,4,,1,"0,8648648649","0,9275362319",136,5,"118,018018","0,9645390071"
STAHALMAD,23110,,"1,396947968",9,,SidiAissa,C.Carrizo,58,50,9,1,"84,48275862",0,0,0,3,0,1,5,,"0,9803921569","0,8305084746","0,8992475684",89,3,"148,2758621","0,9673913043"
STAHALMAD,23110,,"1,747536946",10,,SidiAissa,C.Carrizo,66,57,10,1,"84,84848485",0,0,0,2,0,4,4,,"0,9827586207","0,8358208955","0,9033536154",92,2,"136,3636364","0,9787234043"
